,count,hate_speech,offensive_language,neither,class,tweet
6258,3,0,0,3,2,"Ha! I'm actually going to see a Yankee game, as weird as it sounds. My uncle's house in NJ is an hour away."
6280,3,0,0,3,2,how are you Argie?
6283,3,0,0,3,2,me or nat!?  def not me with that shiner
6287,3,0,0,3,2,blue cheese crackers intrigues and repulses me at the same time.
6293,3,0,0,3,2,"stegosaurus hissed like a snake, pterodactyl sounded like a crow,T-rex like a cross between a parrot and an elephant"
6296,3,0,0,3,2,My guy is a Maine coon and a total cuddle bum. Every one that I've ever met has been super friendly.
6332,3,0,0,3,2,Yeah one called me a race traitor lol
6349,3,0,0,3,2,don't judge me monkey
6365,3,0,0,3,2,hey now there's no need for foul language you kike
6367,3,0,0,3,2,then who are you to call me trash 
6376,4,0,0,4,2,"like some of the ""worst"" lyrics they post are beautiful but just because they don't know what they're talking about, it's ""trash"""
6378,3,0,0,3,2,that's the beauty of them brownies I always daydream about what I'd do if I hit the powerball lol (nerdy but fun)
6384,3,0,0,3,2,Isn't there a law that all clam chowder must be served im bread bowls? Haha
6387,3,0,0,3,2,its pretty easy actually. I'm just the cashier. Right now I'm eating those animal crackers lolol :)
6394,3,0,0,3,2,"Nope - got lucky - some washing on the slopes, gonna make it a little rough combining but feeling very fortunate today"
6395,3,0,0,3,2, Shy Glizzy
6489,3,0,0,3,2,don't you mean crowd not crows
6496,3,0,0,3,2,lmaooo just call my phone if you want them birds *Migos Voice*
6530,3,0,0,3,2,I give up on the Tankees I mean Yankees. Maybe next year!!
6549,3,0,0,3,2,"""wait n as in nick or m as in mick?"" "
6552,3,0,0,3,2,the slopes aren't for us bro Hahaha
6553,3,0,0,3,2,you've been talking trash since we were 3 and 5.
6559,3,0,0,3,2,"Strong with the Force, leprechauns are."
6584,3,0,0,3,2,"eh, take off hoser."
6589,6,0,0,6,2,"
Approximately 1/2 in one crash. There wasn't supposed to be that many members of a seal team on one bird"
6593,3,0,0,3,2,mk Hun just textith me
6597,3,0,0,3,2,lol just getting this..early bird catches the worm!
6598,3,0,0,3,2,a video i made -- Porn Actress Sexy Capri Anderson Kissing Video with Charlie Sheen  via @youtube
6602,3,0,0,3,2,"so was slavery, prohibition and not letting women to vote... segregation jim crow laws.. etc etc i can do this all day lol"
6620,3,0,0,3,2,"I didn't mock anything! Was asked I believed in Noah's arc and said no, how is that mocking any religion? Opinion that's all"
6626,3,0,0,3,2,extra yellow.
6627,3,0,0,3,2,yellow is even better
6648,3,0,0,3,2,White people need those weapons to defend themselves from the subhuman trash your sort unleashes on us.
6659,3,0,0,3,2,lmaoo abo crusty hands
6663,3,0,0,3,2,you should make me brownies!
6664,3,0,0,3,2,"
I don't understand the need for multiple autopsies. I guess they're going to keep on until they can slant 1 against the officer"
6668,3,0,0,3,2,"Someone recently told me that a local yokel was going to ""use my twitter account to damage me"" so... Yeah."
6671,3,0,0,3,2,or jim crow laws segregation lynching laws... anti womans suffrage laws... amazing how everyone doesnt want to bring that up
6677,3,0,0,3,2,birds of a feather..
6680,3,0,0,3,2,"wow. Thats great language coming from a HS coach, you sure are a role model, you're trash, just like your account"
6681,3,0,0,3,2,lookin good mick!
6694,3,0,0,3,2,The person actually holding the ape is NOT Paris. It's her sister
6717,3,0,0,3,2,Nee dat is na langdurig gepest worden.Zoals ik al zei:in d kiem smoren.Is ook vb voor t kind hoe je moet optreden
6718,3,0,0,3,2,#pumprules is on bravo...quality trash
6719,3,0,0,3,2,What's with that come-at-me-bro bird? Stressful.
6729,3,0,0,3,2,i dont think he did the celestial dragon killed him
6735,3,0,0,3,2,he will need monkey bars on his tricycle
6755,3,0,0,3,2,"steek d morele vinger maar in j neus, zelfde soort types bij NATO stenigt vrouwen by bosjes"
6782,3,0,0,3,2,Explains why they're waving trash bags around over their heads.
6798,3,0,0,3,2,"if you're making 300 clams for betting 5, i hope you do it for a living"
6803,3,0,0,3,2,"Are we doing Mad Libs now? Cool. Uh... 
Twinkie 35' long, DJ Pon3 cameo, Magic, Crystal Tree. #TNGSeason4Finale"
6813,6,0,0,6,2,red and yellow it should be then
6814,3,0,0,3,2,"Like...Charlie Chan-style? (Never saw that, either.) Hmm...makes me think of the ""Cockneys"" in the Killzone series."
6817,3,0,0,3,2,Remember Dad running a rotary hoe over corn after a freeze to knock the dead leaves off after they turn brown
6819,3,0,0,3,2,because their parental unit is trash.
6820,3,0,0,3,2,"there's always one...they never realize they are the worst- the unsolicited unaffiliated trash talker"""
6824,3,0,0,3,2,"yeah, but Sting was already a proven draw. this is apples and oranges. he signs people with the sole purpose of burying them."
6826,6,0,0,6,2,that funky monkey
6850,3,0,0,3,2,Aren't they the best? There story is here:  Now it's time to visit our yellow friends at @21cCincinnati!
6856,3,0,0,3,2,", i'm viswa moulie. I wanna be ur friend.. Please, shall i ?"
6870,3,0,0,3,2,Yes. And the And stalking weird people. SO MANY THINGS. #pr20chat
6871,3,0,0,3,2,"btw, genocide isn't war. The people of Gaza are no more combatants than the people of the Warsaw ghetto."
6886,3,0,0,3,2,dubya hates todays teabagger movement.
6889,3,0,0,3,2,I'll see you guys later. I gotta go bake my blood crackers. @RazaHussain101
6894,3,0,0,3,2,of course! Win or lose you always had the most exciting matches. Spilt blood and all and you aren't a trash talker!
6914,3,0,0,3,2,"right, so the link would be your trash bin  gotcha"
6940,3,0,0,3,2,yellow
6947,3,0,0,3,2,guys number 42 on the Yankees looks like uncle Stevie LMAO IM DYING
6961,3,0,0,3,2,chug ranch
6964,3,0,0,3,2,hey it's hillbilly jim and Greg the hammer valentine #pffttt
6965,3,0,0,3,2,"that's bc I deleted ""visionary"" once I saw your subtweet. next time just @ me tho. (and I do love jail bird dresses.)"
6979,3,0,0,3,2,negative slopes aka a chart of my grades in math
6996,3,0,0,3,2,"That wasn't as bad, though drawing conclusions about ""WHITE AMERICA"" based on a 1,000 person poll is a slippery slope."
7001,3,0,0,3,2,"Yeah, she's a real pom maven."
7004,3,0,0,3,2,"Cactus is a yellow lab chow mix too! Hershey was everybody's ""active"" buddy. Cactus is one special pup. She's an Angel."
7005,3,0,0,3,2,the jets are trash my bad i see what you meant 
7006,3,0,0,3,2,the song? About pollo hermanos and Heisenberg?
7015,3,0,0,3,2,he won't bite! We promise he's a friendly bird :)
7033,3,0,0,3,2,keep in shape for the ski slopes
7034,3,0,0,3,2,cheers dude might nip to town for #TheEditors #Vinyl ;-) #MusicMatters
7035,3,0,0,3,2,That's where birds came from.
7036,3,0,0,3,2,Fingers crossed for you. If not? Chug chug chug lol
7044,3,0,0,3,2,you a Oreo cookie now.
7046,3,0,0,3,2,I don't hunt birds unless you count shooting dove out of season off my power line with a bb gun
7059,3,0,0,3,2,apes
7062,3,0,0,3,2,y'all got the Taxis right now? And can I get the Oreo 5's right now if possible?
7071,3,0,0,3,2,"bro , i heard slaughter songs .. they all trash .. they just freestylers"
7074,3,0,0,3,2,time to dump another diet coke in the trash
7094,3,0,0,3,2,ling ling krunkchip
7106,3,0,0,3,2,thanks Hun. 3 I'm so crushed. I love working out. It'll be 2months gone by the time I go back. :/
7108,6,0,0,6,2,okay cool then I'm not the only one  mine is black and fuzzy and it has PINK on the back in all sparkles  hallelujah
7131,3,0,0,3,2,"practically anything thats colored red often contain red pigments extracted from the female coccus costa, or cochineal insect."
7148,3,0,0,3,2,trash of the cowboys beat the redskins twice last year 
7150,3,0,0,3,2,"nah, they let French Montana spit trash at will"
7156,3,0,0,3,2,"""I'm gonna nip you right in the bud!"""
7161,3,0,0,3,2,I'm off whenever I feel like it. I'm off til Monday. And you put in your two weeks flip them the bird mannn
7163,3,0,0,3,2,texans d/st won't play the redskins again this year...
7182,3,0,0,3,2,"just because some moist bint lobbed a sword at you, you think you're some la-de-da king?"
7186,3,0,0,3,2,woahh!! Ahha I remember her from Charlie and the Chocolate Factory! Who do you think killed Lucy? I think it was Abby
7187,3,0,0,3,2,"""There is a special time and place for decaf coffee: never and in the trash."" My family's motto about their java habits. "
7190,3,0,0,3,2,wha? me? i'm just waiting for showtime to bring back queer as folk.
7192,3,0,0,3,2,I know how you feel....I never thought I'd see the Sox win in my lifetime. Hope you can use Ant's Yankees hook up to see a game
7193,3,0,0,3,2,early bird gets the worm tomcat
7206,3,0,0,3,2,Intended to get pics but didn't have time.. Must be a mud race/event here this weekend.. Is like a redneck convoy out there
7208,3,0,0,3,2,trash what? 
7218,3,0,0,3,2,clam it
7219,3,0,0,3,2,Saw that there's a 15 slope to the wire? That enough for a zip-line? #businessopportunity
7224,3,0,0,3,2,"As in, ""throw birds with long pointy beaks at you""?"
7225,3,0,0,3,2,"CH3BURASHKA sure gets to be a nit-picky Russian monkey/bear thing sometimes, doesn't he?"
7231,3,0,0,3,2,Just learn d dance nuh cuz u know after carnival we like to pick up months old yardie ting LOL
7243,3,0,0,3,2,uhh messi trash . and im flattered but what was the games scorre
7251,3,0,0,3,2,this is my female grand champion Jesse. She heard a bird outside. 
7254,3,0,0,3,2,"aye, I respect ya hustle and all but dont tweet me anymore trash ass videos...thank u kindly"
7267,3,0,0,3,2,how is it being colored blind?
7270,3,0,0,3,2,"no, i do not wish to spend $40+ to go to a filthy theatre and watch a fuzzy screen with bad sound. #ANNABELLE"
7306,3,0,0,3,2,it didnt open das y i asked cus i thought yu ate wat i had Pork chops yellow rice n beans
7339,3,0,0,3,2,just watched your video good stuff thought I'd let you in on the new boss boon says old character but will be surprise. It's Argus
7346,3,0,0,3,2,No not at all. It's a slippery slope. Just don't want to lose my right to self defense. 1st its background checks then?
7347,3,0,0,3,2,blaxican
7356,6,0,0,6,2,mock draft?
7377,3,0,0,3,2,like I really want a rafter monkey
7392,3,0,0,3,2,I love WHITE NOISE and love Delillo. Ive resisted reading HOUSE OF LEAVES for years. It mocks me on my shelf.
7398,3,0,0,3,2,lucky monkey
7402,3,0,0,3,2,A GWB appointee. There goes the ACTIVIST JUDGES slant. Oh wait? It's already been exposed as completely farcical. A GWB appointee.
7403,3,0,0,3,2,A MESSAGE FOR ALL OF HUMANITY ~ Charlie Chaplin 
7405,3,0,0,3,2,A Yankee win makes any day better.
7410,3,0,0,3,2,A bird just flew into my window?????? I hope he's okay 
7437,3,0,0,3,2,"A homeless dog living in a trash pile gets rescued, and then does something amazing! Please share.  via @youtube"
7441,3,0,0,3,2,"A light, tender yellow butter cake with a classic boiled icing, traditionally made from burnt sugar "
7451,3,0,0,3,2,A new way to look for aliens: find their trash  
7467,3,0,0,3,2,A shockingly true tale from the Oreo that almost got devoured. 
7470,3,0,0,3,2,A teen was running around Target in monkey pjs screaming OO OO AH AH  the fitting room girls were cackling. Was today designed to annoy me?
7474,3,0,0,3,2,A yellow jacket landed on my mouth and stung me while I was cutting grass..safe to say he won  
7490,3,0,0,3,2,Absolutely absurd that they even had to think about that call. #joke #zebras
7492,3,0,0,3,2,"According to my brothers iPod, its December 1969. If so, I predict that Mickey Mantle of the NY Yankees will announce his retirement March 1"
7493,3,0,0,3,2,Acid yellow 
7497,3,0,0,3,2,Adam West? RT LMAO this is trash b 
7502,3,0,0,3,2,After Deztinis session we needed this lmao Jk girl good yob lol 
7504,3,0,0,3,2,"After Kuroda gave it his all putting up career numbers but getting no run support, the Yankees don't deserve to get into the World Series"
7549,3,0,0,3,2,"Alarm set, early bird n all that. Night all xx"
7553,3,0,0,3,2,Alex Smith wears red and yellow now so quit being psycho ex boyfriends and get over him. He's in the past
7555,3,0,0,3,2,"Alfredo, Linguini, Pasta.... Just fancily prepared trash"
7561,3,0,0,3,2,All I ever want is for someone to love me as deeply and devotedly as Charlie Kelly loves the waitress.
7570,3,0,0,3,2,All I want is cheesy bread and brownies 
7573,3,0,0,3,2,All I wants is to represent da life o da colored man.
7575,3,0,0,3,2,All Okies are trash.
7586,3,0,0,3,2,"All good things must come to an end, that's all right get 'em tomorrow #Yankees"
7591,3,0,0,3,2,All my gold is white not yellow.
7649,3,0,0,3,2,"All trash RT Now that's a lot of stolen shoes...

"
7674,6,0,0,6,2,Almost half of North American bird species threatened by climate change   #Climate #Environment
7687,3,0,0,3,2,"Also, its a hiccup to Jihadi propaganda: they portray themselves as the only ones willing to die for their cause."
7690,3,0,0,3,2,Always thought golden Oreos were the same as original Oreos but oh my god I just climaxed
7696,3,0,0,3,2,Am ghetto 
7697,3,0,0,3,2,Am so high that birds and planes are my peers
7702,3,0,0,3,2,Amazing. You know what they say about birds of a feather 
7749,3,0,0,3,2,And now Jihadis bragging about a massive bombing in Sadr city in Baghdad. #Iraq #onslaught
7762,3,0,0,3,2,And where do you think unsold items from thrift stores go? The garbage. Think of all the great games that are in trash dumps as we speak :(
7768,3,0,0,3,2,Anglo-Saxon Mike Oz
7772,3,0,0,3,2,Annoying yelling bint next door has locked herself out.
7776,3,0,0,3,2,"Another major development in the Jihadi circles: Al Maqdisi, hardcore jihadi theorist asks specifically for relief  aid workers release"
7778,3,0,0,3,2,Another season of retweeting every one of 's Yankee tweets! 
7787,3,0,0,3,2,"Any solution to ZOG which doesn't deal with demographics - only laws - is no solution.
#NorthwestImperative
"
7789,3,0,0,3,2,Anyone want some absolutely amazing and deliciously fresh perfect monkey bread? 
7795,3,0,0,3,2,"Apolonia Gardner of Imperial, CA misspells ""phalarope"" - a bird that resembles a sandpiper. The dreaded schwa! #spellingbee"
7796,3,0,0,3,2,"Apparently I got chunky for my bday. Worse bday present ever. Lol. 
#diettime"
7800,3,0,0,3,2,Apple need to add some colored emoji
7802,3,0,0,3,2,Appropriately this guy wears the WV yellow Rick James on his face. 
7804,3,0,0,3,2,Are poor little guinea pig died :(
7807,3,0,0,3,2,"Are you tired of the ""mock drafts""? Let's just do this: If Clowney is not the 1st pick, who thinks Round 1 becomes ""chaos""? #ShowOfHands"
7812,3,0,0,3,2,Arroz con pollo
7824,3,0,0,3,2,As soon as a Democrat gets a chance to ? the political hack #foxnews goes to commercial then back with Bolton LMAO #teabaggers #benghazi
7837,3,0,0,3,2,At a point where I've got to make a tough life decision. Ice black translucent sole or solid black sole on my KD VI's. Blk or orange airbag
7838,3,0,0,3,2,At all my ritz crackers. Idk what to do with myself anymore.
7840,3,0,0,3,2,At pussy cat lounge killin it with my girlz and @hpmiss
7846,6,0,0,6,2,"At this rate, I'd cheer for the awful New York Yankees over the St. Louis Cardinals."
7847,3,0,0,3,2,"At work but wish I was floating in my 15 ft., on sale at Walmart, redneck pool that my husband probably hasn't cleaned since last weekend."
7848,3,0,0,3,2,Ate the receivers really fast or is pass coverage trash?
7855,3,0,0,3,2,Average is basic and basic is trash 
7863,3,0,0,3,2,Ay what are some good bars/clubs to hit up in Denver?? Should be up there Saturday night to coon out.
7878,3,0,0,3,2,Ayyyyy I'm sipping on a free slurpee and seeing The Front Bottoms tonight. I'm a happy clam.
7934,3,0,0,3,2,Bags Bags that's that bag money trash bag black and it's filled up with money
7936,3,0,0,3,2,"Baked Montreal chicken, cheesy brussels sprouts, garlic butter triple cheddar  chives yellow mashed "
7941,3,0,0,3,2,"Bank robber who wore zebra-print dress arrested, police say "
7945,3,0,0,3,2,Baseball isn't the same without the Yankees in the playoffs  basketball isn't the same without the Lakers in em.
7946,3,0,0,3,2,Baseball......... w/ for her birthday for some reason? Lol (@ Yankee Stadium) on #Yelp 
7953,3,0,0,3,2,Bathing Sphere: Suspended Orb Tub Not for Shy People  #bathing #design #weird and yet #cool
7958,3,0,0,3,2,"Be fearful of the wrath of God in a country where many mock Christianity, embrace perversion, abortion, and bows to PC/multiculturalism."
7962,3,0,0,3,2,Beans that were yellow before Friday night are brown now-a few green leaves curled-frost but not freeze-bean size reduced - top end shrinks
7967,3,0,0,3,2,Beautiful Fairy Elegant Dress 
7973,3,0,0,3,2,"Because if nobody was judging the birds, this account wouldn't even cause a ripple in d ocean"
7999,3,0,0,3,2,Best behaved kids ever at mommy's commercial audition. Oreo McFlurries for everybody! #proudmom 
8000,3,0,0,3,2,Best of luck to Tino 'The Bambino' Martinez in Miami (your legacy is saved LOL) #Marlins #Yankees #RedSox #MLB
8002,3,0,0,3,2,Bet Charlie Strong has contacted Ridley
8014,3,0,0,3,2,"Big Squawk: Q: when will DFL dump Ryan ""Uncle Tom"" Winkler? 
} Not going to happen Berg
Bleat on.
#mngop proud #stribpol #mnleg"
8015,3,0,0,3,2,"Big bird holds press conf claims ""he does not care for the letter f"""
8023,3,0,0,3,2,Big night of  #hoosiers #iubb #big10 and #pacers #nba #indiana #hoosierstate #paulgeorge #codyzeller 
8100,3,0,0,3,2,"Bjergsen just made a full AS rune page. I don't just me full AS reds and Quints I mean AS reds, blues, yellows, and Quints. 47% AS"
8134,3,0,0,3,2,Boston's Jihadi Nest and Student Arm of the Muslim Brotherhood  Joe For America  via @RealJTP
8142,3,0,0,3,2,"Bought this Lp in Manchester the other week, had no idea it was coloured vinyl. Man what a steal!!!!! #VinylGasm #Re-Machined"
8147,6,0,0,6,2,Bout to make some brownies in a few.
8172,3,0,0,3,2,Breakfast fried chicken jerk chicken Tater tots white rice nd press yellow rice nd beans Mac nd cheese 
8180,3,0,0,3,2,Brilliant job by to limp it back to the pits without causing a yellow. Wish he didn't need to though. #PLM
8199,3,0,0,3,2,Brown is a color so my eyes are colored
8201,6,0,0,6,2,Browns and redskins shouldn't be considered nfl teams
8243,3,0,0,3,2,But I callin out da race card. Ain't no colored podcasts out dare
8273,3,0,0,3,2,"Bye, Bye Charlie Strong."
8294,3,0,0,3,2,"Calling out teabaggers, conservatives on their BS:  via @YouTube"
8301,3,0,0,3,2,Can Charlie Crist pull one over on Rick Scott? Well he did pull one over on #floridaprimary dems tonite. #TPOT #Election2014
8317,3,0,0,3,2,Can someone get me cheese and crackers
8318,6,0,0,6,2,"Can someone please explain to me, Why are the birds so angry  destroying pigs' homes?"
8326,3,0,0,3,2,Can we revisit idea of two teams of playing against each other? I would like to see a game every now  then.
8335,3,0,0,3,2,Can't be many things worse than having COPS interrupted because a friggin Yankee game is still going on.
8336,3,0,0,3,2,Can't beat a score of 12 on flappy bird #givingup
8338,3,0,0,3,2,Can't find my BC powder .. I'll just chug this children's Advil
8358,3,0,0,3,2,"Can't stand the Yankees but Jeter hitting a home run in his final at bat in NYC would be cool. 

Getting beaned would be better!"
8360,3,0,0,3,2,Can't stop eating graham crackers
8362,3,0,0,3,2,Can't tell if Mexico has been impressive or if Brazil has just been trash today
8380,3,0,0,3,2,Cardinals score 1st. They lead 1-0 in the top 3rd with birds on base. #NLCS #SFvsSTL
8385,3,0,0,3,2,Casey Matthews is so trash this is BIG
8402,3,0,0,3,2,"Chaber Books: BRAGADAYJAH 24  Nimrod the Cushite, first king of the earth. See Bragadayjah 24"
8403,3,0,0,3,2,Chaber Books: BRAGADAYJAH 315  Further restrictions on eating certain insects and birds
8413,3,0,0,3,2,Charlie Baker for Mass Gov..the most lib newspaper in most lib state supports 'R' for Gov! DoG  via @BostonGlobe
8414,3,0,0,3,2,Charlie Baltimore look good for 45 
8415,3,0,0,3,2,Charlie Clips vs Yung Ill review 
8416,3,0,0,3,2,"Charlie Crist (R, I, D - FL) rumored to demand a recount. #sayfie"
8417,3,0,0,3,2,"Charlie Crist Losing 50,000 Florida Jobs To Raise Minimum Wage Is Worth It - Conservative Byte  via @conservativebyt"
8419,3,0,0,3,2,"Charlie Crist has asked to keep polls in Broward open until 9pm, claiming long lines. Media reports say turnout light in Broward."
8420,3,0,0,3,2,"Charlie Crist wins Democratic primary in Florida governor's race, AP projects  via @WSJ"
8421,3,0,0,3,2,"Charlie Crist, outlawed, hated, rediculed and vilified for shaking the President's hand. What a country! What a democracy!"
8422,3,0,0,3,2,Charlie Daniels Goes Off on Satanic Evil 
8423,3,0,0,3,2,Charlie Daniels couldve done a better job! #MNF
8424,3,0,0,3,2,Charlie Furbush #WhyDidIGoogle @midnight
8425,3,0,0,3,2,Charlie Jacobs got confused about the ice bucket challenge and instead dumped a bucket of diamonds on his head.
8426,3,0,0,3,2,"Charlie Kimball: ""I had nowhere to go""  #IndyCar #MAVTV500"
8427,3,0,0,3,2,Charlie Parr! Mountain top music Fest 
8428,3,0,0,3,2,"Charlie Rangel: Some Republicans 'Believe That Slavery Isn't Over' | Truth Revolt:  
Bam, Race Card Vote Democrats out"
8429,3,0,0,3,2,Charlie Sheen
8430,3,0,0,3,2,Charlie Sheen never disappoints.
8431,3,0,0,3,2,Charlie Sheen wants to return to 'Two and a Half Men' | 
8432,3,0,0,3,2,Charlie Sheen's Video Message to President Obama 
8433,3,0,0,3,2,Charlie and I!:) love that dog!!:) 
8434,3,0,0,3,2,Charlie and Ron has constantly put out heat for their entire careers
8435,3,0,0,3,2,Charlie bit me
8438,3,0,0,3,2,Charlie is so adorable. 
8439,3,0,0,3,2,Charlie looking like he's the one that made that 3.
8441,3,0,0,3,2,Charlie xcx is bae
8450,3,0,0,3,2,Cheeky thoughts as the rooster crows.
8451,3,0,0,3,2,Cheer up Charlie.
8452,3,0,0,3,2,Cheers young lady RT foreverrrr younnnnng *grabs flask and chugs*
8454,3,0,0,3,2,"Cheez-Its, Honey BBQ Lays, Oreos and a monstrous glass of 2% right now. I'm the skinny-fat poster boy."
8486,3,0,0,3,2,Clearly I'm afraid of birds 
8487,3,0,0,3,2,Cleveland is the best team for manziel honestly the OC can use the offense he had with the redskins  the browns D is nice wit a def HC
8492,3,0,0,3,2,Cmon! Need a yellow for Wilson!
8505,3,0,0,3,2,"Come home from work to Bridesmaids, Twinkies and a bottle of wine #bestroommateever @TheFaithAnne"
8507,3,0,0,3,2,Come on man RT Oreo needs to chill RT You know about these good or nah? 
8523,3,0,0,3,2,"Cool, fun thing to ponder: the myriad of space trash traveling at thousands of miles per hour right above you  "
8525,3,0,0,3,2,Coors light is trash. Yuck. I don't even like beer.
8527,3,0,0,3,2,"Correction:
when the sky is yellow, death is upon us. No. I'm scared"
8534,3,0,0,3,2,Country Bumpkin Word of the Day : yokel 
8542,6,0,0,6,2,Craving brownies 
8579,3,0,0,3,2,Cuz if it's trash I'm bashing it at saying he need to go back to jail
8596,3,0,0,3,2,Dad bought me a brownie shake #lovehim
8597,3,0,0,3,2,"Dad brought me home a watermelon eegee, but I don't like it so it's going in the trash "
8598,3,0,0,3,2,Dad called me a border hopper
8626,3,0,0,3,2,Damn internal alarm clock. Woke up at 6:35am feeling chunky from my 3am Cheerios splurge. Guilt led me to the treadmill. #Gym #nosleep
8665,3,0,0,3,2,Dawg!! RT Man this about to be another trash Thursday night game
8680,3,0,0,3,2,"Decent trade for the #Yankees, a proven veteran #Ichiro for some prospects"
8687,3,0,0,3,2,Defiantly going to see that new planet of the apes tonight
8703,3,0,0,3,2,Designer belt with a trash fit is still trash..
8704,3,0,0,3,2,"Despite the zebra red rocket special, portland beats those jersey shore floppers."
8711,3,0,0,3,2,Dey wants to rename our main street MLK Blvd. I told dem dat will even scare da colored folks away
8714,3,0,0,3,2,Diabetes galore  RT Colorado health officials recommend pot brownie ban 
8724,3,0,0,3,2,Did the Italian bird just call Janet a calzone? #UNCLEtweet
8729,3,0,0,3,2,"Didn't get to hit the slopes today, but snowboarding lessons first thing in the morning! #excited"
8734,3,0,0,3,2,Ding ding ding  Sagittarius - trash.
8746,3,0,0,3,2,"Dis nicca went in on dat ""I Keep tryin"""
8757,3,0,0,3,2,"Do girls wear bathrobes still cuz I have really cute fuzzy $60 bathrobe from Victorias Secret, is that even ok to wear "
8763,3,0,0,3,2,"Do you have a nickname? What is it?  Tator, Tator tot, Tightey whitey, whitey Jr, Taylor whitey pants, agent ti... "
8764,6,0,0,6,2,Do you know where I grew up Skippy? @jstines3
8765,3,0,0,3,2,Do you really believe people evolved from apes?  Not really. I'm quiet convinced with the evolution of man but ... 
8768,3,0,0,3,2,Does it bother anyone else that the planet of the apes timeline makes no sense?
8773,6,0,0,6,2,Dont believe APs ho-hum tone: latest poll is great news for Republicans - Hot Air 
8813,3,0,0,3,2,"Don't mind that Twinkies are gonna be gone, very concerned about the rest of hostesses product line"
8817,3,0,0,3,2,"Don't really care if a fighters black, white, yellow or Dalmatian. If he is good he is good."
8819,3,0,0,3,2,"Don't talk about Homecoming until you actually do it. Otherwise, anti-NF people have a reason to mock the Party."
8832,3,0,0,3,2,Done for the Yankees
8837,6,0,0,6,2,Dooms.. RT White nubuck or leather for the upper of the foam makes them a pass to me. White soles too. 
8838,3,0,0,3,2,Double Stuff Oreos mane say
8853,3,0,0,3,2,"Dress shirt, saggy jeans, backwards Yankee hat now that's lifting swag"
8857,3,0,0,3,2,Drinking folie a deux wine and playing fall out bird hahaha
8910,3,0,0,3,2,Early bird catches the worm 
8911,3,0,0,3,2,Early bird catches the worm 
8913,3,0,0,3,2,Early bird gets the worm but the second mouse gets the cheese #RiseNGrind  
8914,3,0,0,3,2,Early bird gets the worm right? Hopefully I get a job soon after today! 
8915,3,0,0,3,2,Early bird gets the worm!
8916,3,0,0,3,2,Early bird gets the worm! 
8917,9,0,0,9,2,Early bird gets the worm.... #GoGetIt
8918,3,0,0,3,2,Early morning beer as a reward for waking up and taking the trash out
8919,3,0,0,3,2,Early worm gets the bird #Bslfe #GoodMorning 
8931,6,0,0,6,2,Eating brownies and then going to the gym... Idk
8936,3,0,0,3,2,Egypt? R the muzzie Bros still running things? .Only a tad better. Certainly no respectors of Dem though
8945,3,0,0,3,2,Endless but they really trash so none RT Men: how many positive(s) and possibles do y'all have on fri thru sun night?
8947,3,0,0,3,2,Enjoy 50% off #DC tickets with our code and check us out at booth #640! Vegan brownies samples  more! 
8948,3,0,0,3,2,Enjoying My bed. Just perfect For me My Teddy bear and monkey It. #Singlelife #bed #teddybear
8949,3,0,0,3,2,Enjoying the eccentricity of AmeriCarna. Charlie Daniels appearances in two of the three episodes I have watched.
8950,3,0,0,3,2,Epic mickey time? Nahh.. Two and a half men while i shiver. Tht sounds more like it.
8959,3,0,0,3,2,Even Humming birds like the stuff 
8962,3,0,0,3,2,Even liberals are humiliated by Charlie Rangels claim the GOP backs slavery - Hot Air 
8964,3,0,0,3,2,Even the birds think this waking up early thing is bunk. 
8992,3,0,0,3,2,"Every time I play a Patapon game and hear the ""Ushishi Theme"", I think of a beatboxing monkey. ""YO YO YO GET UPPA!!!"""
9001,3,0,0,3,2,"Everybody loves pot brownies, but I bring crystal meth cupcakes to a party, Suddenly I'm the weirdo"
9007,3,0,0,3,2,Everyone is talking about LeBron James or The Voice and I'm just here eating cream filling out of Oreos.
9012,3,0,0,3,2,"Everyone thinks that I'm not the person on my id. Like look at my moles, I don't understand.. Like I colored my hair what a big difference"
9023,3,0,0,3,2,Except I used to be super tan and now I'm yellow/pale lol...
9032,3,0,0,3,2,FF has been consistently one of Marvel's worst properties. Ultimate FF was good; but the entire Ultimate universe is now in the trash.
9040,3,0,0,3,2,Facebook is for the birds...I'm over it
9044,3,0,0,3,2,Fairy Tale Hat - free crochet pattern for child and adult at  
9045,3,0,0,3,2,Fairy tale world lmao
9054,3,0,0,3,2,Fantasy squad doing so trash :/
9076,6,0,0,6,2,"Female Jihadis, European  American: GRAVE Dangers! - Joe For America  via @mattwalshblog"
9093,3,0,0,3,2,Figure all da ofay like to see my family pitcher 
9095,3,0,0,3,2,Finally done wif mock regents 
9096,3,0,0,3,2,Finally got an updated pic with angel wing colored 
9097,3,0,0,3,2,Finally got my medicine and crackers!
9103,3,0,0,3,2,Fine I'll settle for an Oreo milkshake
9107,3,0,0,3,2,"Finished Yankeeography and still hate the Arizona D'backs for winning in 2001, Yankees shoulda had that"
9112,3,0,0,3,2,"First ""#tbt"" best and drunkest Yankees game ever #wheresColman #everclear "
9115,3,0,0,3,2,First jig of the night
9125,3,0,0,3,2,Flabby bird sounds Turrible. Lol. I'll just stick to watching paint dry...
9128,3,0,0,3,2,Flappy bird instead of studying? Sounds great. #flappybirdisruiningmylife
9129,3,0,0,3,2,Flappy bird is gonna be the death of me
